Date,Volume,difference
2017-02-02,-23537.995587038924,7.35599715946441
2017-02-03,-54932.738896717085,5.668479105244209
2017-02-06,488004.00757100736,4.99231125545731
2017-02-07,64470.445164640085,8.362310948149961
2017-02-08,374958.1599796572,4.81561224849692
2017-02-09,347900.824585233,4.24817659863423
2017-02-10,117599.64404429146,5.036139414687351
2017-02-13,264101.4125846067,7.439873739622251
2017-02-14,-114973.18208928674,7.09288057614583
2017-02-15,90938.45834042632,6.86156658971745
2017-02-16,196425.4123495071,5.92085924088785
2017-02-17,307455.4398658739,5.15364176865463
2017-02-20,-224212.98395846636,7.080225335158239
2017-02-21,53996.650256879744,6.15022694485976
2017-02-22,133790.66974295024,4.76606407188095
2017-02-23,103674.02908531053,8.251169854897709
2017-02-24,401219.5093653733,4.47463457189363
2017-02-27,-7302.880131790764,7.30474764500008
2017-02-28,5945.867063380312,10.00129891216847
2017-03-01,360610.4953562332,3.94031227041042
2017-03-02,-98541.75890324404,8.87004169568685
2017-03-03,117769.52192587475,5.87344101062671
2017-03-06,-175599.26796319347,7.95804389187314
2017-03-07,-424110.0224967762,8.58366376707258
2017-03-08,67199.80386968213,4.16265334277895
2017-03-09,-87825.16296929843,5.43530303585752
2017-03-10,426723.7041284037,5.691403389989571
2017-03-13,233248.37355596456,9.89410336099322
2017-03-14,890098.4041609948,7.1848263813320195
2017-03-15,292928.2711698937,9.53728266082747
2017-03-16,494041.04963306896,0.05732670333007
2017-03-17,-118204.38668806758,3.26640415573498
2017-03-20,-54309.08250552975,6.412542695680799
2017-03-21,529611.6044093668,2.16505594716691
2017-03-22,327261.4602267763,2.9369127996729
2017-03-23,261124.19980281987,6.667092822589931
2017-03-24,-7079.939771613921,8.35932195302929
2017-03-27,186998.02999515636,6.03002953164234
2017-03-28,111279.73799107644,8.95027410413799
2017-03-29,112719.11191810144,8.95572766591025
2017-03-30,-116303.25983220608,10.53730241980696
2017-03-31,332005.9697653566,9.85280499831777
2017-04-03,473953.80118739,11.61093126110866
2017-04-04,-56879.17095316062,10.69525966062245
2017-04-05,229186.5372006985,9.30617763036355
2017-04-06,266927.1444498437,8.537409591675619
2017-04-07,128963.87399527186,9.67546969124254
2017-04-10,-29828.179740216816,16.246439034662032
2017-04-11,504280.7601375835,10.28994042776416
2017-04-12,54502.82517579757,13.85687631983462
2017-04-13,187204.454711266,15.289263489690699
2017-04-18,488711.7818876422,15.351798044677938
2017-04-19,79521.83860154671,17.90866740275954
2017-04-20,397355.2293741997,15.36037080076213
2017-04-21,579996.4499915837,14.60280119958953
2017-04-24,1488624.6051372057,-4.69373219533436
2017-04-25,402649.10814207874,8.55737025274502
2017-04-26,219705.4922425133,9.16446569096075
2017-04-27,-19934.66327610309,8.97144550885068
2017-04-28,74879.1560664872,10.152850489315341
2017-05-02,-146600.53376142902,11.078438074812299
2017-05-03,-243996.35087846487,12.27351742182846
2017-05-04,271636.0467713595,9.3598836067207
2017-05-05,360266.4126535759,8.99885685912262
2017-05-08,367022.26832082425,4.45862380422618
2017-05-09,16541.81510635151,8.59838439661316
2017-05-10,-62033.36088292219,9.123901226157741
2017-05-11,309647.4129183629,3.79523470333673
2017-05-12,-147395.65843068413,8.01472952843265
2017-05-15,-38000.780690844986,7.557544073295889
2017-05-16,-63957.26617284387,7.83352021129613
2017-05-17,702143.4834525784,2.68506395135834
2017-05-18,828655.5466573684,2.89291681683475
2017-05-19,168466.68336944445,8.25988709241307
2017-05-22,-128702.63125918654,7.9127722218385
2017-05-23,-79957.88784813124,6.21720567588668
2017-05-24,-348849.7591701662,7.44361670639687
2017-05-25,-190631.29063209647,2.9989544280922398
2017-05-26,-232203.7011563247,5.3518840505325
2017-05-29,-690686.9814577795,9.17788099885874
2017-05-30,-198038.12507071396,1.850509852065
2017-05-31,179769.61241784832,3.24333082676339
2017-06-01,-287947.5326459198,5.4493405318504005
2017-06-02,-37584.1426210918,2.64791651660964
2017-06-05,-747789.823316358,10.01084624396144
2017-06-06,-346698.46865423163,4.68704082763467
2017-06-07,-260727.53309397143,4.21211587897639
2017-06-08,-410365.3907372428,4.12348428219434
2017-06-09,-176048.41444383145,-2.20940680815394
2017-06-12,474766.3641775313,4.63996150819731
2017-06-13,939780.5039801782,5.96699839320234
2017-06-14,732815.4801819252,3.4071969828001896
2017-06-15,332457.3678417634,0.96717028266978
2017-06-16,-105791.95928557124,5.34420770517662
2017-06-19,96668.93482501652,1.8310295055119898
2017-06-20,28392.801437114016,6.3920044116545505
2017-06-21,74317.68785629317,3.73244484248344
2017-06-22,-117826.43464786372,5.9487965350257905
2017-06-23,-143814.74845013022,4.124586074849581
2017-06-26,-75225.89333462506,5.339082138540871
2017-06-27,4581.559772912646,4.01679093419853
2017-06-28,178746.77661327377,1.14583846113216
2017-06-29,610163.4599115382,1.0517803597569901
2017-06-30,372351.167205554,4.7784569194465
2017-07-03,-14286.45956932532,7.15775768764535
2017-07-04,-403225.1177881387,8.00336805177982
2017-07-05,-105438.53178341046,4.24827337641028
2017-07-06,176111.01317774644,4.217494944744829
2017-07-07,-189048.95966470847,8.09774894422588
2017-07-10,-212990.25222038303,6.7970741894821
2017-07-11,-206570.93143211436,7.167984396663731
2017-07-12,3020.1545281087747,4.7393552062902895
2017-07-13,-166912.18568351516,6.621268188029419
2017-07-14,-307028.24649998976,6.4716166365826
2017-07-17,-118219.18217130937,3.7438331332593298
2017-07-18,175748.1608956532,3.77263361385073
2017-07-19,-168451.15551317565,5.52212190967382
2017-07-20,230905.25761552376,1.82127209810169
2017-07-21,433554.0048029716,1.88484846582164
2017-07-24,34805.22471082199,2.87612611750914
2017-07-25,-78867.5494877334,4.62879988157376
2017-07-26,-248650.04718476447,3.22656629864612
2017-07-27,-155292.3066771644,4.76531553574563
2017-07-28,-78887.1057809859,2.17476102230627
2017-07-31,-23856.287140299915,6.3833301935853
2017-08-01,-75377.26343672199,2.5265975896841
2017-08-02,-234032.7241389629,4.39231629682421
2017-08-03,-208528.9700743436,4.58533696640057
2017-08-04,-70716.24777733232,1.3694289947907201
2017-08-07,-388567.035695289,6.67765927208227
