Dates,VOLATILITY_30D,PX_LAST
12/3/2020,27.34,23.25
12/4/2020,24.46,22.87
12/7/2020,24.21,23.39
12/8/2020,19.63,22.47
12/9/2020,19.63,21.96
12/10/2020,19.62,22.48
12/11/2020,19.81,25.19
12/14/2020,18.72,24.59
12/15/2020,18.19,24.03
12/16/2020,17.85,23.95
12/17/2020,17.65,23.19
12/18/2020,10.86,24.07
12/21/2020,14.02,29.03
12/22/2020,14.48,27.36
12/23/2020,14.34,25.31
12/24/2020,14.34,25.31
12/25/2020,14.34,25.31
12/28/2020,14.89,23.93
12/29/2020,14.91,24.82
12/30/2020,14.97,24.73
12/31/2020,14.97,24.73
1/1/2021,14.97,24.73
1/4/2021,14.93,26.65
1/5/2021,14.75,27.15
1/6/2021,15.50,23.39
1/7/2021,15.51,22.88
1/8/2021,15.22,22.50
1/11/2021,15.50,24.12
1/12/2021,15.51,23.93
1/13/2021,15.50,23.22
1/14/2021,15.43,21.47
1/15/2021,16.09,23.69
1/18/2021,16.00,23.50
1/19/2021,15.94,23.56
1/20/2021,16.04,21.94
1/21/2021,16.02,21.56
1/22/2021,16.06,22.78
1/25/2021,16.92,27.04
1/26/2021,17.51,24.70
1/27/2021,17.92,28.23
1/28/2021,17.80,28.44
1/29/2021,18.37,30.03
2/1/2021,18.29,28.85
2/2/2021,18.74,25.68
2/3/2021,18.82,24.52
2/4/2021,16.62,23.28
2/5/2021,16.28,22.56
2/8/2021,15.93,22.40
2/9/2021,15.41,22.77
2/10/2021,15.50,24.02
2/11/2021,15.61,22.92
2/12/2021,15.61,21.97
2/15/2021,15.51,21.89
2/16/2021,14.71,22.45
2/17/2021,15.01,23.52
2/18/2021,14.90,23.98
2/19/2021,14.89,22.39
2/22/2021,14.92,23.14
2/23/2021,15.03,24.29
2/24/2021,15.19,22.63
2/25/2021,14.69,23.23
2/26/2021,14.77,26.80
3/1/2021,15.55,23.30
3/2/2021,15.40,22.85
3/3/2021,15.41,22.72
3/4/2021,15.40,23.11
3/5/2021,14.81,25.13
3/8/2021,17.01,21.62
3/9/2021,15.91,21.25
3/10/2021,15.98,20.72
3/11/2021,14.81,20.19
3/12/2021,14.55,20.02
3/15/2021,14.02,20.45
3/16/2021,14.00,18.98
3/17/2021,13.81,19.16
3/18/2021,14.18,19.03
3/19/2021,14.64,20.19
3/22/2021,14.57,19.43
3/23/2021,14.40,19.12
3/24/2021,14.36,19.35
3/25/2021,14.36,20.07
3/26/2021,14.51,18.47
3/29/2021,14.46,19.36
3/30/2021,14.25,19.15
3/31/2021,14.21,19.07
4/1/2021,14.18,18.24
4/2/2021,14.18,18.24
4/5/2021,14.18,18.24
4/6/2021,14.13,18.27
4/7/2021,13.94,17.97
4/8/2021,13.87,17.51
4/9/2021,13.53,17.44
4/12/2021,13.26,18.17
4/13/2021,12.65,17.50
4/14/2021,12.72,17.52
4/15/2021,12.72,16.80
4/16/2021,13.02,17.01
4/19/2021,12.72,18.74
4/20/2021,10.46,21.92
4/21/2021,10.47,20.50
4/22/2021,10.52,18.85
4/23/2021,10.61,19.24
4/26/2021,10.43,19.25
4/27/2021,10.44,19.83
4/28/2021,10.34,19.37
4/29/2021,10.82,19.71
4/30/2021,10.30,21.21
5/3/2021,9.82,20.57
5/4/2021,12.65,23.44
5/5/2021,14.05,21.18
5/6/2021,13.98,21.62
5/7/2021,14.42,19.55
5/10/2021,14.27,19.52
5/11/2021,15.42,23.36
5/12/2021,14.96,24.17
5/13/2021,14.99,24.39
5/14/2021,15.44,20.76
5/17/2021,15.33,22.44
5/18/2021,15.31,22.06
5/19/2021,16.26,25.37
5/20/2021,17.03,22.74
5/21/2021,17.07,20.78
5/24/2021,17.07,20.78
5/25/2021,17.07,19.71
5/26/2021,17.06,18.96
5/27/2021,17.07,18.71
5/28/2021,16.74,18.19
5/31/2021,16.76,19.96
6/1/2021,16.24,19.54
6/2/2021,16.21,18.91
6/3/2021,16.06,19.17
6/4/2021,16.05,18.31
6/7/2021,16.06,18.93
6/8/2021,16.05,18.81
6/9/2021,16.10,18.58
6/10/2021,15.82,18.19
6/11/2021,15.94,16.98
6/14/2021,15.86,17.86
6/15/2021,13.63,18.31
6/16/2021,12.31,18.00
6/17/2021,12.31,18.39
6/18/2021,13.00,21.56
6/21/2021,13.33,20.47
6/22/2021,11.98,18.28
6/23/2021,12.57,19.01
6/24/2021,12.77,17.91
6/25/2021,12.09,17.24
6/28/2021,12.13,17.85
6/29/2021,12.38,17.22
6/30/2021,11.50,18.42
7/1/2021,10.46,17.95
7/2/2021,10.42,16.83
7/5/2021,10.42,16.93
7/6/2021,10.84,18.38
7/7/2021,11.33,17.52
7/8/2021,12.36,20.23
7/9/2021,13.25,17.87
7/12/2021,13.09,17.55
7/13/2021,13.08,17.53
7/14/2021,13.08,17.43
7/15/2021,13.40,18.00
7/16/2021,13.50,18.58
7/19/2021,15.62,24.11
7/20/2021,15.72,22.66
7/21/2021,16.29,20.22
7/22/2021,16.21,18.58
7/23/2021,16.50,16.86
7/26/2021,16.49,18.03
7/27/2021,16.59,20.09
7/28/2021,16.62,18.79
7/29/2021,15.75,18.69
7/30/2021,15.58,20.20
8/2/2021,15.57,19.31
8/3/2021,15.17,19.71
8/4/2021,15.18,18.76
8/5/2021,15.21,17.98
8/6/2021,15.16,17.61
8/9/2021,14.95,17.24
8/10/2021,14.61,17.12
8/11/2021,14.58,16.87
8/12/2021,14.69,16.36
8/13/2021,14.70,16.06
8/16/2021,14.41,18.02
8/17/2021,14.02,18.31
8/18/2021,12.87,18.19
8/19/2021,12.52,21.92
8/20/2021,12.39,19.56
8/23/2021,12.42,17.51
8/24/2021,12.46,17.59
8/25/2021,12.08,17.36
8/26/2021,12.02,18.71
8/27/2021,8.61,17.26
8/30/2021,8.53,17.09
8/31/2021,7.79,18.28
9/1/2021,7.64,17.60
9/2/2021,7.09,17.21
9/3/2021,7.11,17.91
9/6/2021,7.30,17.69
9/7/2021,7.52,18.81
9/8/2021,8.71,21.32
9/9/2021,8.51,20.15
9/10/2021,8.50,20.83
9/13/2021,8.67,21.31
9/14/2021,8.27,20.95
9/15/2021,8.46,22.24
9/16/2021,8.48,22.82
9/17/2021,9.01,23.88
9/20/2021,11.27,27.48
9/21/2021,12.13,26.21
9/22/2021,12.37,23.57
9/23/2021,12.67,21.19
9/24/2021,12.80,22.41
9/27/2021,12.84,21.06
9/28/2021,14.16,24.93
9/29/2021,13.99,23.87
9/30/2021,14.05,23.28
10/1/2021,14.09,24.15
10/4/2021,14.13,24.96
10/5/2021,14.61,22.08
10/6/2021,15.12,24.31
10/7/2021,16.21,21.16
10/8/2021,16.18,20.46
10/11/2021,16.17,20.32
10/12/2021,16.18,20.63
